date,open,high,low,close,volume
2019-05-09,5986.66,6224.55,5983.71,6209.18,27453.010000000002
2019-05-10,6209.95,6468.92,6172.0,6373.33,36623.61
2019-05-11,6375.16,7343.99,6372.85,7076.22,74022.423
2019-05-12,7076.24,7521.78,6750.0,6967.31,86948.976
2019-05-13,6968.24,8100.0,6870.0,7790.71,85804.735
2019-05-14,7795.62,8366.0,7599.56,7947.56,76583.725
2019-05-15,7945.26,8249.0,7850.0,8169.87,37884.328
2019-05-16,8169.08,8320.0,7705.0,7866.59,69630.515
2019-05-17,7868.67,7925.0,6913.0,7355.26,88752.008
2019-05-18,7355.28,7458.0,7156.61,7257.45,37054.943
2019-05-19,7257.32,8275.09,7243.08,8148.48,65577.44
2019-05-20,8147.94,8156.03,7553.0,7938.15,65859.207
2019-05-21,7937.16,8042.32,7771.0,7904.87,52301.753
2019-05-22,7904.48,8016.0,7465.0,7628.43,49136.997
2019-05-23,7627.8,7940.98,7461.0,7851.51,49648.185
2019-05-24,7849.95,8130.0,7766.0,7964.87,46664.784999999996
2019-05-25,7964.52,8091.8,7908.34,8025.41,28414.332000000002
2019-05-26,8023.0,8740.0,7833.42,8614.43,49652.147
2019-05-27,8612.54,8908.32,8589.0,8756.32,51886.768
2019-05-28,8752.52,8798.49,8510.63,8715.64,31470.552
2019-05-29,8716.87,8750.0,8406.6,8645.68,33880.864
2019-05-30,8646.5,9074.26,8005.0,8269.54,70379.997
2019-05-31,8267.1,8594.0,8108.5,8555.0,44727.492
2019-06-01,8555.0,8626.0,8442.36,8544.07,31868.236
2019-06-02,8545.1,8814.78,8524.0,8725.98,27835.134000000002
2019-06-03,8726.0,8800.95,8080.8,8115.82,45692.968
2019-06-04,8115.66,8115.66,7481.02,7687.03,74143.948
2019-06-05,7687.04,7896.7,7572.78,7776.5,48679.656
2019-06-06,7778.08,7868.13,7444.58,7786.7,36624.119
2019-06-07,7787.57,8100.0,7737.49,7980.53,33942.226
2019-06-08,7978.94,8044.65,7751.0,7893.62,22657.331
2019-06-09,7895.28,7935.0,7506.66,7628.13,31568.463
2019-06-10,7627.57,8020.0,7511.0,7982.75,36756.076
2019-06-11,7981.0,8010.0,7692.23,7884.9,30335.0
2019-06-12,7884.9,8200.0,7788.99,8127.64,41597.083
2019-06-13,8127.64,8309.82,8010.03,8218.54,30467.766
2019-06-14,8216.44,8684.41,8144.32,8650.0,39835.245
2019-06-15,8650.88,8864.99,8567.63,8808.7,31791.636000000002
2019-06-16,8810.77,9333.0,8760.0,8953.33,63289.25
2019-06-17,8953.0,9444.0,8950.0,9313.96,47895.488
2019-06-18,9312.13,9336.36,8950.0,9081.55,51554.57
2019-06-19,9081.97,9304.0,8960.0,9255.49,32147.707
2019-06-20,9253.76,9590.0,9175.2,9517.12,34556.055
2019-06-21,9518.06,10174.99,9518.06,10159.86,50484.417
2019-06-22,10159.86,11160.0,9921.72,10729.5,104169.448
2019-06-23,10729.0,11392.64,10555.18,10906.07,57445.324
2019-06-24,10905.95,11143.63,10620.8,11056.59,43101.045
2019-06-25,11056.59,11850.0,11026.0,11820.86,61276.687
2019-06-26,11821.28,13970.0,11741.0,13093.8,155930.147
2019-06-27,13098.38,13478.04,10525.1,11329.99,173894.82
2019-06-28,11329.99,12480.0,10982.88,12400.63,95795.202
2019-06-29,12407.06,12441.54,11475.02,11903.13,69642.073
2019-06-30,11903.13,12180.0,10766.03,10854.1,84512.531
2019-07-01,10854.1,11282.28,10030.0,10624.93,90962.265
2019-07-02,10624.9,10938.75,9727.0,10842.85,109561.041
2019-07-03,10844.98,11991.89,10841.04,11940.0,96815.903
2019-07-04,11940.0,12000.0,11055.0,11145.67,66512.221
2019-07-05,11145.67,11406.83,10796.44,10970.73,63534.349
2019-07-06,10982.41,11665.0,10964.51,11256.49,51469.498
2019-07-07,11256.45,11538.0,11094.37,11406.24,38884.794
2019-07-08,11410.0,12338.03,11220.0,12238.6,52182.369
2019-07-09,12238.6,12794.73,12068.0,12543.41,78442.131
2019-07-10,12548.51,13147.08,11569.0,12108.37,109246.048
2019-07-11,12108.11,12111.73,11000.0,11342.89,87506.461
2019-07-12,11342.88,11885.0,11073.0,11757.22,56321.86
2019-07-13,11757.22,11799.98,10830.0,11355.76,54245.597
2019-07-14,11355.78,11452.0,10103.0,10174.18,72517.57800000001
2019-07-15,10174.18,11100.0,9860.0,10838.72,81922.427
2019-07-16,10833.78,11028.0,9350.01,9439.59,97219.444
2019-07-17,9430.17,9957.0,9060.0,9667.92,84942.673
2019-07-18,9668.86,10788.0,9252.0,10627.16,80283.30900000001
2019-07-19,10628.64,10769.71,10121.84,10504.29,56546.931
2019-07-20,10505.78,11068.99,10350.0,10740.23,47331.9
2019-07-21,10740.27,10817.9,10288.0,10589.45,38834.288
2019-07-22,10590.15,10683.16,10100.0,10340.31,40467.955
2019-07-23,10343.08,10343.97,9822.0,9864.91,47624.371
2019-07-24,9864.78,9937.0,9525.0,9763.28,43475.378
2019-07-25,9763.4,10175.0,9720.03,9879.87,37873.354999999996
2019-07-26,9882.15,9889.98,9637.0,9824.0,27167.461
2019-07-27,9824.0,10188.66,9333.0,9476.52,43809.78
2019-07-28,9478.92,9594.99,9165.0,9541.54,29401.021
2019-07-29,9541.54,9729.0,9395.0,9507.64,29021.939
2019-07-30,9509.07,9714.28,9402.0,9574.21,32536.369
2019-07-31,9575.0,10109.8,9555.0,10080.53,39515.354
2019-08-01,10080.53,10467.86,9863.46,10374.99,41727.638
2019-08-02,10375.0,10670.0,10281.35,10523.75,42990.443
2019-08-03,10523.75,10904.77,10497.93,10816.86,33802.316
2019-08-04,10816.86,11040.0,10552.0,10929.23,39924.745
2019-08-05,10929.99,11937.52,10927.8,11828.8,65153.675
2019-08-06,11830.0,12330.7,11226.7,11481.69,76705.39199999999
2019-08-07,11481.69,12141.17,11382.84,11975.03,69173.39
2019-08-08,11975.04,12060.0,11521.0,11999.77,51207.259
2019-08-09,11994.17,12045.68,11700.0,11879.99,39427.153
2019-08-10,11879.98,11985.0,11270.0,11309.31,42633.089
2019-08-11,11309.24,11600.0,11112.11,11549.97,26772.907
2019-08-12,11539.08,11577.89,11235.32,11396.08,17568.226
2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.728
2019-08-14,10893.36,10897.48,9928.1,10050.37,54451.848
2019-08-15,10055.16,10460.0,9911.0,10293.93,38174.452
2019-08-16,10296.77,10536.03,9750.0,10331.54,51758.143000000004
2019-08-17,10331.15,10465.14,10000.0,10216.02,29000.581
2019-08-18,10216.05,10500.0,10080.0,10306.78,24085.393
2019-08-19,10306.17,10930.0,10258.6,10915.54,37243.32
2019-08-20,10914.73,10949.96,10560.0,10760.51,32298.920000000002
2019-08-21,10760.51,10804.13,9858.0,10142.57,47355.72
2019-08-22,10140.82,10242.0,9762.0,10099.88,34059.643000000004
2019-08-23,10099.9,10445.0,10019.79,10389.55,27550.336
2019-08-24,10388.16,10419.42,9890.0,10134.35,27692.458
2019-08-25,10134.61,10333.0,9906.97,10142.69,26271.654000000002
2019-08-26,10142.69,10604.0,10137.93,10372.25,41687.513
2019-08-27,10373.6,10391.08,10051.08,10185.05,28402.777000000002
2019-08-28,10185.69,10299.0,9601.01,9721.0,42110.553
2019-08-29,9721.0,9724.0,9320.0,9498.44,35532.695999999996
2019-08-30,9499.01,9696.0,9350.41,9584.54,26834.32
2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.291
2019-09-01,9588.74,9830.0,9520.0,9724.98,19545.405
2019-09-02,9723.59,10450.0,9712.5,10340.0,44740.247
2019-09-03,10340.0,10773.0,10272.0,10615.28,47998.375
2019-09-04,10611.85,10799.0,10369.89,10567.02,43943.888
2019-09-05,10565.92,10900.0,10450.0,10564.49,33970.961
2019-09-06,10563.13,10905.87,10150.0,10298.73,58799.642
2019-09-07,10298.71,10558.0,10288.57,10455.88,27637.879
2019-09-08,10455.9,10592.5,10208.0,10381.18,23984.673
2019-09-09,10381.24,10480.0,10068.5,10303.12,39835.726
2019-09-10,10302.58,10384.99,9953.0,10098.15,28915.415
2019-09-11,10098.19,10293.0,9880.0,10158.33,31953.825
2019-09-12,10158.75,10448.81,10040.0,10415.01,34511.161
2019-09-13,10415.01,10439.0,10153.0,10342.06,30280.338
2019-09-14,10344.13,10419.99,10222.33,10335.02,23621.534
2019-09-15,10332.81,10360.0,10252.15,10302.01,18047.654
2019-09-16,10303.34,10355.0,10078.0,10251.31,28971.403
2019-09-17,10249.68,10275.0,10128.01,10187.82,22914.325
2019-09-18,10187.48,10258.02,10100.0,10156.99,24250.248
2019-09-19,10156.41,10325.0,9653.0,10244.29,44826.28
2019-09-20,10243.7,10281.0,10061.39,10168.59,25088.492
2019-09-21,10167.92,10176.7,9900.0,9986.39,20544.176
2019-09-22,9985.15,10089.0,9853.97,10028.87,22049.275
2019-09-23,10028.05,10049.99,9615.77,9702.25,31937.234
2019-09-24,9702.2,9794.99,7800.0,8493.14,94007.345
2019-09-25,8497.55,8730.0,8215.64,8430.05,60783.890999999996
2019-09-26,8430.05,8465.99,7750.0,8063.73,67930.857
2019-09-27,8063.49,8265.0,7852.15,8177.91,43882.923
2019-09-28,8177.47,8315.0,8001.09,8198.81,34473.606
2019-09-29,8199.38,8229.13,7890.0,8043.82,31544.212
2019-09-30,8043.04,8337.26,7710.0,8289.34,55865.486
2019-10-01,8289.97,8500.0,8173.05,8292.44,43479.587
2019-10-02,8292.67,8373.91,8151.22,8359.94,26243.39
2019-10-03,8360.0,8393.0,8060.0,8223.96,30488.283
2019-10-04,8224.43,8232.41,8005.0,8137.13,26476.327
2019-10-05,8137.09,8183.41,8012.98,8126.19,21907.616
2019-10-06,8127.55,8153.87,7785.0,7854.25,34676.104
2019-10-07,7855.3,8299.92,7762.0,8190.09,52202.07
2019-10-08,8190.82,8325.0,8088.75,8168.39,35452.655999999995
2019-10-09,8170.79,8670.0,8115.0,8560.74,55038.707
2019-10-10,8562.15,8644.0,8414.52,8558.03,39137.947
2019-10-11,8557.82,8779.51,8212.38,8258.5,50405.283
2019-10-12,8257.95,8400.0,8250.0,8300.09,21339.337
2019-10-13,8301.98,8451.37,8160.0,8275.01,27840.739999999998
2019-10-14,8275.24,8388.85,8203.0,8348.2,29810.664
2019-10-15,8346.86,8403.0,8090.0,8159.29,32773.061
2019-10-16,8159.3,8181.16,7917.0,7991.74,34733.594
2019-10-17,7995.02,8124.92,7929.03,8070.58,29656.949
2019-10-18,8070.71,8115.0,7816.01,7947.01,31353.181
2019-10-19,7946.89,8098.1,7866.92,7948.01,26627.889
2019-10-20,7949.87,8297.0,7870.0,8223.35,34286.456
2019-10-21,8223.35,8333.0,8142.03,8197.27,30448.679
2019-10-22,8197.28,8297.99,8000.0,8020.0,34651.825
2019-10-23,8020.06,8047.59,7300.0,7466.62,63897.456
2019-10-24,7468.47,7503.68,7337.99,7412.41,32714.383
2019-10-25,7412.41,8799.0,7361.0,8655.02,90748.217
2019-10-26,8655.88,10370.0,8470.38,9230.0,162588.59
2019-10-27,9230.0,9794.98,9074.34,9529.93,93833.542
2019-10-28,9528.23,9902.1,9160.0,9205.14,80174.217
2019-10-29,9204.45,9550.0,9072.0,9407.62,64158.462
2019-10-30,9407.62,9409.84,9001.01,9154.72,55241.787000000004
2019-10-31,9154.02,9405.0,8913.0,9140.85,54376.024
2019-11-01,9140.86,9279.0,9030.0,9231.61,43594.814
2019-11-02,9231.4,9373.74,9186.21,9289.52,28923.061
2019-11-03,9289.85,9362.57,9066.14,9194.71,27894.378
2019-11-04,9196.46,9513.68,9115.84,9393.35,45894.456
2019-11-05,9392.4,9454.95,9175.76,9308.66,45935.876
2019-11-06,9307.73,9440.91,9250.01,9339.05,37336.173
2019-11-07,9339.16,9375.0,9101.0,9216.2,39117.469
2019-11-08,9214.0,9261.0,8696.0,8773.73,62107.29
2019-11-09,8773.74,8880.0,8724.88,8809.41,29469.481
2019-11-10,8809.18,9147.19,8750.0,9039.47,34422.03
2019-11-11,9040.16,9072.32,8618.68,8733.27,44888.056
2019-11-12,8733.36,8888.0,8567.6,8821.94,40366.628
2019-11-13,8821.91,8844.99,8702.0,8777.12,26810.117
2019-11-14,8777.54,8800.0,8582.6,8646.68,33468.468
2019-11-15,8646.38,8790.0,8400.0,8471.73,46087.419
2019-11-16,8471.62,8543.0,8400.0,8491.02,20902.298
2019-11-17,8490.74,8635.0,8350.68,8502.4,27009.037
2019-11-18,8502.87,8503.52,8060.0,8187.17,43017.691
2019-11-19,8186.5,8218.63,8003.0,8133.64,43556.061
2019-11-20,8133.83,8264.29,8038.4,8098.01,32466.23
2019-11-21,8098.56,8134.73,7500.0,7627.74,58418.78
2019-11-22,7627.79,7750.0,6790.0,7268.23,126603.141
2019-11-23,7268.23,7344.48,7080.01,7311.57,50449.894
2019-11-24,7311.1,7330.39,6861.0,6903.28,67890.205
2019-11-25,6900.23,7377.69,6515.0,7109.57,119645.735
2019-11-26,7109.99,7340.0,7017.48,7156.14,65722.399
2019-11-27,7154.75,7655.0,6840.0,7508.52,92452.874
2019-11-28,7507.9,7643.0,7360.0,7419.49,56933.983
2019-11-29,7418.52,7850.0,7362.3,7739.68,60745.3
2019-11-30,7740.99,7810.0,7441.0,7541.89,46989.434
2019-12-01,7540.63,7541.85,7210.0,7313.8,35442.404
2020-01-01,7195.24,7255.0,7175.15,7200.85,16792.39
2020-01-02,7200.77,7212.5,6924.74,6965.71,31951.485
2020-01-03,6965.49,7405.0,6871.04,7344.96,68428.50200000001
2020-01-04,7345.0,7404.0,7272.21,7354.11,29987.975
2020-01-05,7354.19,7495.0,7318.0,7358.75,38331.085
2020-01-06,7357.64,7795.34,7346.76,7758.0,54635.695999999996
2020-01-07,7758.9,8207.68,7723.71,8145.28,91171.686
2020-01-08,8145.92,8455.0,7870.0,8055.98,112622.643
2020-01-09,8054.72,8055.96,7750.0,7817.76,64239.516
2020-01-10,7817.74,8199.0,7672.0,8197.02,82406.78
2020-01-11,8198.86,8286.34,8003.16,8020.01,54810.033
2020-01-12,8020.01,8197.0,7960.0,8184.98,38131.493
2020-01-13,8184.97,8196.0,8055.89,8110.34,31159.757
2020-01-14,8110.34,8880.0,8105.54,8810.01,120399.125
2020-01-15,8814.64,8916.48,8564.0,8821.41,84816.3
2020-01-16,8820.01,8859.81,8586.0,8720.01,51991.074
2020-01-17,8720.15,9041.65,8672.44,8913.28,70897.738
2020-01-18,8913.27,8988.88,8806.38,8915.96,38294.748
2020-01-19,8915.09,9198.98,8466.0,8701.7,70676.89199999999
2020-01-20,8701.72,8746.99,8521.28,8642.35,38896.639
2020-01-21,8642.35,8789.0,8488.0,8736.03,36494.686
2020-01-22,8736.04,8818.0,8590.0,8682.36,29080.557
2020-01-23,8682.77,8691.81,8306.39,8404.52,48165.942
2020-01-24,8404.52,8528.02,8238.0,8439.0,41687.528
2020-01-25,8438.99,8451.26,8254.9,8340.58,25521.16
2020-01-26,8340.01,8618.13,8293.66,8615.0,31130.484
2020-01-27,8614.39,9000.0,8535.0,8907.57,53973.544
2020-01-28,8907.57,9400.0,8862.4,9374.21,74584.855
2020-01-29,9375.34,9449.24,9216.0,9301.53,53864.066
2020-01-30,9301.57,9578.0,9204.44,9513.21,60626.745
2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022
2020-02-01,9351.71,9464.53,9281.0,9384.61,28578.065
2020-02-02,9384.41,9477.03,9120.0,9331.51,45690.916
2020-02-03,9331.59,9618.79,9234.0,9292.24,50892.131
2020-02-04,9291.35,9350.0,9093.01,9197.02,53308.176
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.416
2020-02-06,9612.03,9862.57,9526.35,9772.0,64949.704
2020-02-07,9772.0,9885.0,9730.0,9813.73,43966.116
2020-02-08,9813.87,9940.0,9667.11,9895.05,43600.847
2020-02-09,9895.04,10166.0,9880.75,10151.75,43408.477
2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.086
2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.396
2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.063
2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.36
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.479999999996
2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.204
2020-02-16,9904.46,10050.0,9638.12,9917.27,60024.002
2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.009
2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.125
2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.587999999996
2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.341
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.76
2020-02-23,9650.85,9990.0,9645.0,9936.4,37702.088
2020-02-24,9936.4,9990.0,9473.56,9656.13,55796.596000000005
2020-02-25,9655.52,9675.0,9250.0,9315.84,54379.343
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.347
2020-02-27,8786.0,8971.77,8531.0,8823.21,72483.58
2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.209
2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.184
2020-03-01,8523.61,8750.0,8411.0,8531.88,43892.202
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.318
2020-03-03,8911.18,8919.65,8651.0,8760.07,55154.995
2020-03-04,8760.07,8848.29,8660.0,8750.87,38696.483
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.865
2020-03-06,9054.64,9170.0,8985.5,9131.88,43782.945
2020-03-07,9130.89,9188.0,8835.0,8886.66,45422.206
2020-03-08,8885.25,8886.76,8000.0,8033.31,77537.317
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.863
2020-03-10,7929.87,8149.0,7728.01,7894.56,86783.444
2020-03-11,7894.57,7980.0,7590.0,7934.52,79942.413
2020-03-12,7934.58,7966.17,4410.0,4800.0,261505.60700000002
2020-03-13,4800.01,5955.0,3782.13,5578.6,402201.673
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.133
2020-03-15,5172.48,5940.0,5093.1,5361.3,139916.144
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.922
2020-03-17,5028.86,5525.0,4921.45,5312.64,150089.929
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.635
2020-03-19,5393.26,6400.0,5252.53,6162.37,199020.874
2020-03-20,6162.05,6900.0,5670.0,6208.36,219298.33299999998
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.669
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.99
2020-03-23,5816.05,6600.0,5688.0,6467.31,164674.217
2020-03-24,6465.25,6833.0,6371.33,6744.72,151138.009
2020-03-25,6744.69,6957.96,6450.0,6677.43,132155.736
2020-03-26,6677.42,6780.0,6510.0,6737.36,83026.55500000001
2020-03-27,6737.27,6842.59,6261.0,6359.11,82914.969
2020-03-28,6359.11,6360.0,6024.0,6236.65,93159.693
2020-03-29,6236.65,6266.0,5866.56,5881.42,63311.627
2020-03-30,5880.5,6599.0,5857.76,6394.38,118889.549
2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.596
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.75200000001
2020-04-02,6643.36,7198.0,6551.0,6794.09,149299.906
2020-04-03,6793.86,7048.0,6602.1,6734.1,104080.276
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.863
2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.356
2020-04-06,6772.78,7355.14,6765.0,7329.9,118052.001
